Number,Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
7367,Nissan,Patrol,2013,26985.15,112412,Wagon,8,Automatic Transmission,Gasoline,White, Dubai,"2013 nissan patrol with Leather seats, Navigation system, Adaptive cruise control. Condition: Accident history."
7368,Nissan,Sentra,2023,8754.21,151258,Sedan,4,Automatic Transmission,Gasoline,Red, Sharjah,"2023 nissan sentra with Rear camera, Sunroof. Condition: No damage."
7369,Nissan,Patrol,2005,32722.65,122375,Wagon,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 nissan patrol with Sunroof, Navigation system, Leather seats. Condition: No damage."
7370,Nissan,Patrol,2012,47204.37,183838,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2012 nissan patrol with Sunroof, Navigation system. Condition: Minor scratches."
7371,Nissan,Tiida,2019,3732.48,291649,Hatchback,4,Automatic Transmission,Gasoline,Gold, Dubai,"2019 nissan tiida with Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
7372,Nissan,Patrol,2012,73363.86,235599,SUV,8,Automatic Transmission,Gasoline,White, Ajman,"2012 nissan patrol with Leather seats, Rear camera. Condition: Minor scratches."
7373,Nissan,Sunny,2022,6073.11,228810,Other,4,Manual Transmission,Gasoline,White, Dubai,"2022 nissan sunny with Adaptive cruise control, Navigation system, Bluetooth, Sunroof. Condition: No damage."
7374,Nissan,Patrol,2011,16772.94,136104,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 nissan patrol with Sunroof, Bluetooth, Leather seats. Condition: Minor scratches."
7375,Nissan,X-Trail,2023,13197.06,154048,SUV,4,Automatic Transmission,Gasoline,Black, Sharjah,"2023 nissan x-trail with Sunroof, Adaptive cruise control. Condition: Engine repaired."
7376,Nissan,Patrol,2024,89878.41,143340,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan patrol with Sunroof, Navigation system, Rear camera. Condition: Dented door."
7377,Nissan,Patrol,2016,33732.72,71001,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2016 nissan patrol with Leather seats, Rear camera. Condition: Minor scratches."
7378,Nissan,Juke,2009,9908.46,223919,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2009 nissan juke with Navigation system, Sunroof. Condition: Engine repaired."
7379,Nissan,Sentra,2012,10359.36,17833,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan sentra with Navigation system, Leather seats, Bluetooth. Condition: Dented door."
7380,Nissan,Patrol,2022,26929.26,234597,SUV,8,Automatic Transmission,Gasoline,Grey, Sharjah,"2022 nissan patrol with Navigation system, Leather seats, Bluetooth. Condition: Engine repaired."
7381,Nissan,Altima,2021,11716.38,271717,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2021 nissan altima with Bluetooth, Adaptive cruise control. Condition: No damage."
7382,Nissan,Xterra,2023,5760.45,163101,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2023 nissan xterra with Bluetooth, Sunroof, Adaptive cruise control, Rear camera. Condition: Repainted bumper."
7383,Nissan,Patrol,2010,22220.73,92915,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2010 nissan patrol with Navigation system, Adaptive cruise control. Condition: Accident history."
7384,Nissan,Pathfinder,2017,5320.89,143558,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 nissan pathfinder with Bluetooth, Navigation system, Leather seats, Sunroof. Condition: Dented door."
7385,Nissan,X-Trail,2012,4151.25,128361,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan x-trail with Leather seats, Adaptive cruise control, Rear camera, Sunroof. Condition: Engine repaired."
7386,Nissan,Patrol,2008,25490.7,269028,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2008 nissan patrol with Sunroof, Bluetooth, Leather seats, Rear camera. Condition: Repainted bumper."
7387,Nissan,X-Trail,2005,3750.03,291320,SUV,4,Automatic Transmission,Gasoline,Gold, Dubai,"2005 nissan x-trail with Leather seats, Adaptive cruise control, Navigation system, Sunroof. Condition: Dented door."
7388,Nissan,Pathfinder,2015,18562.5,205357,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2015 nissan pathfinder with Navigation system, Bluetooth, Leather seats. Condition: Dented door."
7389,Nissan,Armada,2012,5667.3,33607,SUV,8,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2012 nissan armada with Sunroof, Navigation system, Leather seats. Condition: Dented door."
7390,Nissan,Armada,2014,16785.63,286624,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2014 nissan armada with Leather seats, Bluetooth. Condition: No damage."
7391,Nissan,Patrol,2016,44423.37,188287,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2016 nissan patrol with Bluetooth, Navigation system. Condition: Engine repaired."
7392,Nissan,Patrol,2006,21350.25,251123,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2006 nissan patrol with Rear camera, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
7393,Nissan,Navara,2008,10664.73,221080,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai,"2008 nissan navara with Bluetooth, Adaptive cruise control, Navigation system, Leather seats. Condition: Minor scratches."
7394,Nissan,Patrol,2010,35658.9,109315,SUV,6,Manual Transmission,Gasoline,Black, Abu Dhabi,"2010 nissan patrol with Sunroof, Bluetooth, Rear camera. Condition: Dented door."
7395,Nissan,Patrol,2011,21637.53,94183,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2011 nissan patrol with Leather seats, Navigation system, Rear camera. Condition: Repainted bumper."
7396,Nissan,Patrol,2005,119769.57,255237,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2005 nissan patrol with Adaptive cruise control, Bluetooth, Sunroof, Rear camera. Condition: Engine repaired."
7397,Nissan,Patrol,2011,69230.43,129433,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2011 nissan patrol with Bluetooth, Adaptive cruise control, Rear camera, Navigation system. Condition: Repainted bumper."
7398,Nissan,Altima,2012,13908.51,239842,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2012 nissan altima with Navigation system, Adaptive cruise control, Rear camera. Condition: Accident history."
7399,Nissan,Pathfinder,2011,12446.19,243946,SUV,6,Automatic Transmission,Gasoline,Beige, Sharjah,"2011 nissan pathfinder with Adaptive cruise control, Sunroof, Navigation system, Bluetooth. Condition: Repainted bumper."
7400,Nissan,Patrol,2005,60164.1,201016,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan patrol with Navigation system, Rear camera, Adaptive cruise control. Condition: Accident history."
7401,Nissan,Patrol,2016,25028.46,297807,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2016 nissan patrol with Navigation system, Rear camera, Leather seats. Condition: Engine repaired."
7402,Nissan,Armada,2020,9773.19,16510,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan armada with Bluetooth, Sunroof, Adaptive cruise control, Leather seats. Condition: Minor scratches."
7403,Nissan,Maxima,2023,22154.85,223830,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan maxima with Adaptive cruise control, Rear camera, Sunroof, Leather seats. Condition: No damage."
7404,Nissan,Pathfinder,2005,7537.32,295036,SUV,6,Automatic Transmission,Gasoline,Teal, Dubai,"2005 nissan pathfinder with Bluetooth, Leather seats, Rear camera, Sunroof. Condition: No damage."
7405,Nissan,Gt-R,2012,72070.29,24364,Coupe,6,Manual Transmission,Gasoline,White, Dubai,"2012 nissan gt-r with Rear camera, Bluetooth. Condition: No damage."
7406,Nissan,Maxima,2007,15694.83,144296,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2007 nissan maxima with Navigation system, Bluetooth, Rear camera. Condition: Accident history."
7407,Nissan,Altima,2021,5575.5,222056,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 nissan altima with Leather seats, Navigation system, Adaptive cruise control. Condition: No damage."
7408,Nissan,Sentra,2024,10689.57,63273,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2024 nissan sentra with Adaptive cruise control, Rear camera, Navigation system. Condition: Repainted bumper."
7409,Nissan,Patrol,2010,57621.24,53415,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 nissan patrol with Rear camera, Navigation system, Leather seats. Condition: No damage."
7410,Nissan,Patrol,2023,27301.59,230367,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan patrol with Rear camera, Navigation system, Leather seats, Adaptive cruise control. Condition: Accident history."
7411,Nissan,Maxima,2020,22832.01,110797,Sedan,6,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2020 nissan maxima with Rear camera, Navigation system. Condition: Minor scratches."
7412,Nissan,Van,2023,11295.99,176420,Van,4,Manual Transmission,Gasoline,White, Sharjah,"2023 nissan van with Rear camera, Bluetooth, Navigation system. Condition: No damage."
7413,Nissan,X-Trail,2021,24894.81,266480,SUV,4,Automatic Transmission,Gasoline,Orange, Dubai,"2021 nissan x-trail with Sunroof, Rear camera, Adaptive cruise control, Bluetooth. Condition: No damage."
7414,Nissan,Maxima,2019,32081.94,220417,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 nissan maxima with Sunroof, Leather seats, Rear camera. Condition: Dented door."
7415,Nissan,X-Trail,2016,17737.65,270890,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2016 nissan x-trail with Sunroof, Bluetooth. Condition: Repainted bumper."
7416,Nissan,X-Trail,2010,16696.53,268531,Crossover,4,Automatic Transmission,Gasoline,White, Dubai,"2010 nissan x-trail with Leather seats, Sunroof, Rear camera, Bluetooth. Condition: No damage."
7417,Nissan,Maxima,2008,20516.76,86118,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2008 nissan maxima with Navigation system, Bluetooth, Sunroof, Leather seats. Condition: Minor scratches."
7418,Nissan,Patrol,2022,31463.91,216574,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2022 nissan patrol with Bluetooth, Sunroof, Rear camera. Condition: Minor scratches."
7419,Nissan,Tiida,2022,4316.76,103932,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 nissan tiida with Adaptive cruise control, Sunroof, Rear camera, Navigation system. Condition: Dented door."
7420,Nissan,Patrol,2023,51242.49,276460,SUV,6,Manual Transmission,Gasoline,Gold, Dubai,"2023 nissan patrol with Sunroof, Rear camera, Navigation system. Condition: Repainted bumper."
7421,Nissan,Micra,2012,7761.96,16813,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan micra with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
7422,Nissan,X-Trail,2023,14695.56,129355,SUV,4,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2023 nissan x-trail with Navigation system, Adaptive cruise control. Condition: No damage."
7423,Nissan,Patrol,2005,62473.95,227130,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 nissan patrol with Bluetooth, Adaptive cruise control. Condition: Dented door."
7424,Nissan,Navara,2014,13630.95,189768,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2014 nissan navara with Rear camera, Adaptive cruise control, Leather seats. Condition: Engine repaired."
7425,Nissan,Patrol,2020,15638.94,42564,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah,"2020 nissan patrol with Bluetooth, Sunroof. Condition: Dented door."
7426,Nissan,Pathfinder,2017,14457.69,38028,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2017 nissan pathfinder with Bluetooth, Sunroof, Leather seats. Condition: Engine repaired."
7427,Nissan,Tiida,2005,4344.03,232856,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 nissan tiida with Navigation system, Adaptive cruise control. Condition: Engine repaired."
7428,Nissan,Juke,2007,10607.49,135009,Crossover,4,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan juke with Navigation system, Adaptive cruise control, Bluetooth, Rear camera. Condition: Accident history."
7429,Nissan,Pickup,2021,12004.47,148185,SUV,4,Manual Transmission,Gasoline,White, Sharjah,"2021 nissan pickup with Adaptive cruise control, Sunroof, Bluetooth. Condition: Repainted bumper."
7430,Nissan,X-Trail,2021,9334.98,19000,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan x-trail with Bluetooth, Sunroof, Rear camera. Condition: No damage."
7431,Nissan,Patrol,2016,13562.37,62207,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2016 nissan patrol with Leather seats, Adaptive cruise control. Condition: Accident history."
7432,Nissan,Altima,2014,13308.84,246740,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2014 nissan altima with Bluetooth, Rear camera, Leather seats. Condition: Engine repaired."
7433,Nissan,Altima,2016,16466.22,182034,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2016 nissan altima with Leather seats, Sunroof. Condition: Engine repaired."
7434,Nissan,Patrol,2019,20432.79,75673,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Navigation system, Rear camera, Adaptive cruise control. Condition: Minor scratches."
7435,Nissan,Xterra,2020,31594.59,245452,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 nissan xterra with Navigation system, Adaptive cruise control, Bluetooth. Condition: Accident history."
7436,Nissan,Tiida,2021,7654.77,134334,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai,"2021 nissan tiida with Sunroof, Rear camera. Condition: Accident history."
7437,Nissan,Patrol,2023,34277.04,106383,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2023 nissan patrol with Rear camera, Navigation system, Adaptive cruise control. Condition: Accident history."
7438,Nissan,Pickup,2019,25247.7,189751,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan pickup with Adaptive cruise control, Bluetooth, Navigation system, Sunroof. Condition: Repainted bumper."
7439,Nissan,Patrol,2009,34978.5,22163,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2009 nissan patrol with Leather seats, Sunroof. Condition: Minor scratches."
7440,Nissan,Altima,2022,18195.57,280344,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2022 nissan altima with Navigation system, Sunroof, Rear camera. Condition: Repainted bumper."
7441,Nissan,Murano,2024,4357.26,19008,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai,"2024 nissan murano with Leather seats, Rear camera. Condition: Repainted bumper."
7442,Nissan,Pathfinder,2021,8253.09,276825,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan pathfinder with Sunroof, Rear camera, Leather seats, Navigation system. Condition: Accident history."
7443,Nissan,Murano,2007,11504.43,223182,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan murano with Leather seats, Navigation system, Rear camera, Adaptive cruise control. Condition: Accident history."
7444,Nissan,Patrol,2015,44229.24,27555,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2015 nissan patrol with Leather seats, Bluetooth. Condition: Minor scratches."
7445,Nissan,Maxima,2021,22205.88,104278,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan maxima with Navigation system, Leather seats, Sunroof. Condition: No damage."
7446,Nissan,Altima,2014,13128.48,196558,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2014 nissan altima with Leather seats, Navigation system, Rear camera, Adaptive cruise control. Condition: No damage."
7447,Nissan,Xterra,2010,6327.18,111515,SUV,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2010 nissan xterra with Adaptive cruise control, Bluetooth. Condition: Minor scratches."
7448,Nissan,Patrol,2019,18768.78,115809,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Adaptive cruise control, Leather seats, Sunroof. Condition: Accident history."
7449,Nissan,Van,2010,12415.41,282540,Van,6,Manual Transmission,Gasoline,White, Sharjah,"2010 nissan van with Adaptive cruise control, Bluetooth. Condition: No damage."
7450,Nissan,Patrol,2005,37852.11,266145,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2005 nissan patrol with Sunroof, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
7451,Nissan,Patrol,2007,25638.39,90720,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan patrol with Bluetooth, Rear camera, Leather seats. Condition: Repainted bumper."
7452,Nissan,Patrol,2013,21184.2,36478,SUV,8,Automatic Transmission,Gasoline,White, Al Ain,"2013 nissan patrol with Rear camera, Leather seats, Sunroof, Navigation system. Condition: Engine repaired."
7453,Nissan,Sunny,2012,9719.73,168209,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan sunny with Leather seats, Rear camera. Condition: No damage."
7454,Nissan,Patrol,2013,13979.25,98645,SUV,6,Manual Transmission,Gasoline,Gold, Dubai,"2013 nissan patrol with Navigation system, Leather seats, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
7455,Nissan,Patrol,2021,38718.81,36279,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan patrol with Adaptive cruise control, Leather seats. Condition: Repainted bumper."
7456,Nissan,Patrol,2022,63664.65,15719,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2022 nissan patrol with Rear camera, Leather seats, Sunroof. Condition: Repainted bumper."
7457,Nissan,Murano,2010,3231.36,35111,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2010 nissan murano with Rear camera, Navigation system, Sunroof. Condition: Engine repaired."
7458,Nissan,Maxima,2024,15604.38,22771,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2024 nissan maxima with Rear camera, Leather seats, Bluetooth, Sunroof. Condition: Dented door."
7459,Nissan,X-Trail,2005,23829.12,125956,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan x-trail with Bluetooth, Rear camera, Navigation system, Sunroof. Condition: No damage."
7460,Nissan,Patrol,2014,25159.68,89973,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2014 nissan patrol with Bluetooth, Adaptive cruise control. Condition: Accident history."
7461,Nissan,Patrol,2007,102665.07,297892,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2007 nissan patrol with Sunroof, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
7462,Nissan,Patrol,2005,63091.17,245148,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 nissan patrol with Leather seats, Navigation system, Sunroof. Condition: Minor scratches."
7463,Nissan,Patrol,2019,49775.31,21963,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Leather seats, Bluetooth. Condition: Engine repaired."
7464,Nissan,Patrol,2014,94613.67,78996,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2014 nissan patrol with Rear camera, Adaptive cruise control. Condition: No damage."
7465,Nissan,Patrol,2019,20605.86,73056,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Rear camera, Navigation system. Condition: Accident history."
7466,Nissan,Patrol,2010,23740.29,229332,SUV,6,Manual Transmission,Gasoline,Black, Dubai,"2010 nissan patrol with Rear camera, Adaptive cruise control, Sunroof. Condition: No damage."
7467,Nissan,Altima,2019,17323.74,203420,Sedan,4,Automatic Transmission,Gasoline,Silver,Abu Dhabi,"2019 nissan altima with Navigation system, Leather seats, Adaptive cruise control. Condition: No damage."
7468,Nissan,Patrol,2006,86260.68,31962,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2006 nissan patrol with Adaptive cruise control, Navigation system. Condition: Repainted bumper."
7469,Nissan,Altima,2014,5170.77,45421,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2014 nissan altima with Bluetooth, Leather seats, Rear camera, Sunroof. Condition: No damage."
7470,Nissan,Patrol,2013,68619.69,214014,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2013 nissan patrol with Rear camera, Navigation system, Bluetooth, Leather seats. Condition: Engine repaired."
7471,Nissan,Maxima,2023,22536.09,140817,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2023 nissan maxima with Adaptive cruise control, Rear camera. Condition: Minor scratches."
7472,Nissan,Maxima,2015,18483.93,172087,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2015 nissan maxima with Navigation system, Leather seats, Adaptive cruise control. Condition: Dented door."
7473,Nissan,Patrol,2006,46639.53,157574,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2006 nissan patrol with Adaptive cruise control, Leather seats. Condition: Minor scratches."
7474,Nissan,Patrol,2022,28386.45,160350,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 nissan patrol with Rear camera, Sunroof, Bluetooth. Condition: Engine repaired."
7475,Nissan,X-Trail,2024,19676.25,128583,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 nissan x-trail with Adaptive cruise control, Rear camera. Condition: Dented door."
7476,Nissan,Pathfinder,2019,5726.43,150220,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2019 nissan pathfinder with Adaptive cruise control, Navigation system, Bluetooth. Condition: Minor scratches."
7477,Nissan,Patrol,2016,34584.84,289289,Wagon,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2016 nissan patrol with Sunroof, Adaptive cruise control, Leather seats. Condition: Engine repaired."
7478,Nissan,Pathfinder,2022,10122.57,273536,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan pathfinder with Rear camera, Sunroof, Navigation system. Condition: Engine repaired."
7479,Nissan,Patrol,2012,17173.35,62295,SUV,6,Manual Transmission,Gasoline,Gold, Dubai,"2012 nissan patrol with Leather seats, Rear camera. Condition: Accident history."
7480,Nissan,Altima,2016,4222.26,257594,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2016 nissan altima with Sunroof, Navigation system. Condition: Repainted bumper."
7481,Nissan,Navara,2023,11927.25,63797,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2023 nissan navara with Leather seats, Rear camera. Condition: Repainted bumper."
7482,Nissan,Sentra,2017,6804.81,278573,Sedan,4,Automatic Transmission,Gasoline,Black,Ajman,"2017 nissan sentra with Navigation system, Leather seats, Rear camera, Sunroof. Condition: No damage."
7483,Nissan,Murano,2017,8375.13,134883,Crossover,6,Automatic Transmission,Gasoline,White, Dubai,"2017 nissan murano with Navigation system, Rear camera, Bluetooth. Condition: Minor scratches."
7484,Nissan,Sunny,2007,5377.86,32022,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan sunny with Bluetooth, Leather seats, Adaptive cruise control, Sunroof. Condition: Engine repaired."
7485,Nissan,Altima,2014,12783.42,227219,Sedan,0,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2014 nissan altima with Navigation system, Sunroof, Bluetooth. Condition: Repainted bumper."
7486,Nissan,Patrol,2022,25225.83,262480,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2022 nissan patrol with Navigation system, Rear camera, Sunroof, Adaptive cruise control. Condition: No damage."
7487,Nissan,Patrol,2012,47454.66,274372,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan patrol with Rear camera, Navigation system. Condition: Minor scratches."
7488,Nissan,Patrol,2005,36215.64,297052,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan patrol with Navigation system, Rear camera. Condition: Minor scratches."
7489,Nissan,Patrol,2008,11563.56,293498,SUV,6,Automatic Transmission,Gasoline,Brown, Al Ain,"2008 nissan patrol with Leather seats, Bluetooth. Condition: Minor scratches."
7490,Nissan,Pathfinder,2006,18698.31,183235,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2006 nissan pathfinder with Sunroof, Leather seats, Navigation system, Adaptive cruise control. Condition: Accident history."
7491,Nissan,Tiida,2021,5881.41,206721,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2021 nissan tiida with Rear camera, Leather seats, Adaptive cruise control. Condition: Dented door."
7492,Nissan,Patrol,2018,31063.5,252443,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2018 nissan patrol with Sunroof, Adaptive cruise control, Rear camera, Bluetooth. Condition: Repainted bumper."
7493,Nissan,Altima,2018,8553.87,167406,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2018 nissan altima with Leather seats, Navigation system, Rear camera, Bluetooth. Condition: Accident history."
7494,Nissan,280Zx,2019,10760.31,48492,Coupe,6,Manual Transmission,Gasoline,Brown,Al Ain,"2019 nissan 280zx with Sunroof, Leather seats. Condition: Engine repaired."
7495,Nissan,Patrol,2020,61059.69,31883,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 nissan patrol with Sunroof, Rear camera, Leather seats, Bluetooth. Condition: Repainted bumper."
7496,Nissan,Patrol,2015,91672.83,264828,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2015 nissan patrol with Adaptive cruise control, Bluetooth, Rear camera, Sunroof. Condition: Engine repaired."
7497,Nissan,Sentra,2020,11541.15,22580,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2020 nissan sentra with Sunroof, Navigation system, Adaptive cruise control, Leather seats. Condition: Dented door."
7498,Nissan,Patrol,2007,28730.16,101364,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan patrol with Bluetooth, Leather seats. Condition: Engine repaired."
7499,Nissan,Patrol,2018,44659.35,104139,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2018 nissan patrol with Bluetooth, Adaptive cruise control, Leather seats, Sunroof. Condition: Engine repaired."
7500,Nissan,Patrol,2016,29009.07,140315,SUV,6,Manual Transmission,Gasoline,Black, Dubai,"2016 nissan patrol with Sunroof, Bluetooth, Adaptive cruise control, Leather seats. Condition: Accident history."
7501,Nissan,Patrol,2017,82905.39,253243,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 nissan patrol with Rear camera, Adaptive cruise control. Condition: No damage."
7502,Nissan,Pathfinder,2014,10310.22,254332,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2014 nissan pathfinder with Leather seats, Navigation system, Rear camera, Sunroof. Condition: Dented door."
7503,Nissan,Altima,2022,14176.35,83412,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan altima with Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
7504,Nissan,Patrol,2013,81644.76,258036,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2013 nissan patrol with Rear camera, Sunroof, Adaptive cruise control. Condition: Accident history."
7505,Nissan,Patrol,2019,61648.56,73230,SUV,6,Automatic Transmission,Gasoline,Beige, Dubai,"2019 nissan patrol with Navigation system, Adaptive cruise control, Rear camera, Sunroof. Condition: Repainted bumper."
7506,Nissan,Patrol,2006,18832.23,43817,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2006 nissan patrol with Leather seats, Bluetooth, Navigation system, Sunroof. Condition: Repainted bumper."
7507,Nissan,Patrol,2007,25085.97,235805,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2007 nissan patrol with Leather seats, Bluetooth. Condition: Engine repaired."
7508,Nissan,Patrol,2010,90888.48,179588,SUV,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2010 nissan patrol with Sunroof, Bluetooth. Condition: Accident history."
7509,Nissan,Patrol,2010,55251.45,62476,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2010 nissan patrol with Rear camera, Sunroof. Condition: Engine repaired."
7510,Nissan,Patrol,2008,41148.54,156636,SUV,6,Manual Transmission,Gasoline,Gold, Abu Dhabi,"2008 nissan patrol with Rear camera, Navigation system, Sunroof. Condition: No damage."
7511,Nissan,Patrol,2011,15843.33,170066,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 nissan patrol with Sunroof, Adaptive cruise control, Leather seats. Condition: Dented door."
